Regions,Sub_region,market,category,commodity,unit,year,pricetype,currency,price
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2010,Wholesale,KES,52.48166667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2011,Wholesale,KES,65.48083333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2012,Wholesale,KES,59.26833333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2013,Wholesale,KES,64.93416667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2014,Wholesale,KES,60.41416667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2015,Wholesale,KES,68.24222222
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2017,Wholesale,KES,63.33
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2018,Wholesale,KES,58.844
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2019,Wholesale,KES,54.76142857
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2020,Wholesale,KES,78.41
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2021,Wholesale,KES,62.97625
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2006,Wholesale,KES,3365.25
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2007,Wholesale,KES,3205.166667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2008,Wholesale,KES,4788.916667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2009,Wholesale,KES,4813.25
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2010,Wholesale,KES,4581.583333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2011,Wholesale,KES,5821.583333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2012,Wholesale,KES,5549.416667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2013,Wholesale,KES,5855.333333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2014,Wholesale,KES,5924.913333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2015,Wholesale,KES,6305.333333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2016,Wholesale,KES,5995.910909
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2017,Wholesale,KES,7291.5275
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2018,Wholesale,KES,6760.1975
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2019,Wholesale,KES,7692.104167
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,2020,Wholesale,KES,8536
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),KG,2020,Retail,KES,108
Nairobi,Nairobi,Nairobi,vegetables and fruits,Bananas,Unit,2020,Retail,KES,8
Nairobi,Nairobi,Nairobi,vegetables and fruits,Kale,Bunch,2020,Retail,KES,6
Nairobi,Nairobi,Nairobi,vegetables and fruits,Onions (red),KG,2020,Retail,KES,57
Nairobi,Nairobi,Nairobi,vegetables and fruits,Tomatoes,KG,2020,Retail,KES,58
Nairobi,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, red)",50 KG,2021,Wholesale,KES,1800
Nairobi,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, white)",50 KG,2021,Wholesale,KES,1682.416667
Nairobi,Nairobi,Wakulima (Nairobi),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,492.5
Nairobi,Nairobi,Wakulima (Nairobi),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,6895
North Eastern,Garissa,Dadaab town,cereals and tubers,Maize flour,KG,2021,Retail,KES,60
North Eastern,Garissa,Dadaab town,cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,55
North Eastern,Garissa,Dadaab town,cereals and tubers,Rice,KG,2021,Retail,KES,90
North Eastern,Garissa,Dadaab town,cereals and tubers,Wheat flour,KG,2021,Retail,KES,70
North Eastern,Garissa,Dadaab town,"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,450
North Eastern,Garissa,Dadaab town,"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,500
North Eastern,Garissa,Dadaab town,milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,40
North Eastern,Garissa,Dadaab town,miscellaneous food,Salt,200 G,2021,Retail,KES,10
North Eastern,Garissa,Dadaab town,miscellaneous food,Sugar,KG,2021,Retail,KES,100
North Eastern,Garissa,Dadaab town,oil and fats,Oil (vegetable),L,2021,Retail,KES,200
North Eastern,Garissa,Dadaab town,pulses and nuts,Beans (dry),KG,2021,Retail,KES,90
North Eastern,Garissa,Dadaab town,vegetables and fruits,Bananas,Unit,2021,Retail,KES,7.5
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Maize,KG,2021,Retail,KES,58.95875
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Maize flour,KG,2021,Retail,KES,63.81181818
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,50.00636364
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,KG,2021,Retail,KES,83.11285714
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Sorghum,KG,2021,Retail,KES,62.79888889
North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Wheat flour,KG,2021,Retail,KES,72.34909091
North Eastern,Garissa,Dagahaley (Daadab),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,400
North Eastern,Garissa,Dagahaley (Daadab),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,616.6666667
North Eastern,Garissa,Dagahaley (Daadab),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,56.19
North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,Salt,200 G,2021,Retail,KES,9.959090909
North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,Sugar,KG,2021,Retail,KES,95.85636364
North Eastern,Garissa,Dagahaley (Daadab),oil and fats,Cooking fat,KG,2021,Retail,KES,200
North Eastern,Garissa,Dagahaley (Daadab),oil and fats,Oil (vegetable),L,2021,Retail,KES,203.4481818
North Eastern,Garissa,Dagahaley (Daadab),pulses and nuts,Beans (dry),KG,2021,Retail,KES,100.9490909
North Eastern,Garissa,Dagahaley (Daadab),vegetables and fruits,Bananas,Unit,2021,Retail,KES,9.695
North Eastern,Garissa,Dagahaley (Daadab),vegetables and fruits,Cabbage,Head,2021,Retail,KES,120
North Eastern,Garissa,Dagahaley (Daadab),vegetables and fruits,Kale,Bunch,2021,Retail,KES,40
North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,2015,Retail,KES,55.83333333
North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,2016,Retail,KES,52.36363636
North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,2017,Retail,KES,60.33333333
North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,2018,Retail,KES,62.91666667
North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,2019,Retail,KES,66.58333333
North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,2020,Retail,KES,68.88888889
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Maize,KG,2021,Retail,KES,66.335
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",90 KG,2021,Wholesale,KES,5220
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Maize flour,KG,2021,Retail,KES,70
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Millet (finger),90 KG,2021,Wholesale,KES,7020
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,57.91666667
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",50 KG,2021,Wholesale,KES,1235.583333
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Rice,KG,2021,Retail,KES,79.58333333
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),50 KG,2021,Wholesale,KES,5583.333333
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum,KG,2021,Retail,KES,100
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (red),90 KG,2021,Wholesale,KES,6795
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),90 KG,2021,Wholesale,KES,6828.666667
North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Wheat flour,KG,2021,Retail,KES,69.16666667
North Eastern,Garissa,Garissa town (Garissa),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,45
North Eastern,Garissa,Garissa town (Garissa),miscellaneous food,Salt,200 G,2021,Retail,KES,20.334
North Eastern,Garissa,Garissa town (Garissa),miscellaneous food,Sugar,KG,2021,Retail,KES,105.6116667
North Eastern,Garissa,Garissa town (Garissa),oil and fats,Cooking fat,KG,2021,Retail,KES,201.945
North Eastern,Garissa,Garissa town (Garissa),oil and fats,Oil (vegetable),L,2021,Retail,KES,200
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (dry),KG,2021,Retail,KES,116.43
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (kidney),90 KG,2021,Wholesale,KES,7321
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (mung),90 KG,2021,Wholesale,KES,9900
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,7200
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,8451.75
North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,2021,Wholesale,KES,5385
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Bananas,Unit,2021,Retail,KES,10
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,126 KG,2021,Wholesale,KES,10115
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,50 KG,2021,Wholesale,KES,1743.666667
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,791
North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,2847
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Maize,KG,2021,Retail,KES,50.77333333
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Maize flour,KG,2021,Retail,KES,64.60454545
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,50.205
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Rice,KG,2021,Retail,KES,87.1575
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Sorghum,KG,2021,Retail,KES,68.51545455
North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Wheat flour,KG,2021,Retail,KES,73.79818182
North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,500
North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,492.0736364
North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,504.906
North Eastern,Garissa,Hagadera (Daadab),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,52.28
North Eastern,Garissa,Hagadera (Daadab),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,100
North Eastern,Garissa,Hagadera (Daadab),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,80
North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Salt,200 G,2021,Retail,KES,10.58
North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Sugar,KG,2021,Retail,KES,99.90909091
North Eastern,Garissa,Hagadera (Daadab),oil and fats,Oil (vegetable),L,2021,Retail,KES,208.8281818
North Eastern,Garissa,Hagadera (Daadab),pulses and nuts,Beans (dry),KG,2021,Retail,KES,91.95272727
North Eastern,Garissa,Hagadera (Daadab),vegetables and fruits,Bananas,Unit,2021,Retail,KES,8.889090909
North Eastern,Garissa,Hagadera (Daadab),vegetables and fruits,Cabbage,Head,2021,Retail,KES,110
North Eastern,Garissa,Hagadera (Daadab),vegetables and fruits,Kale,Bunch,2021,Retail,KES,40
North Eastern,Garissa,IFO (Daadab),cereals and tubers,Maize,KG,2021,Retail,KES,49.55
North Eastern,Garissa,IFO (Daadab),cereals and tubers,Maize flour,KG,2021,Retail,KES,63.827
North Eastern,Garissa,IFO (Daadab),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,54.229
North Eastern,Garissa,IFO (Daadab),cereals and tubers,Rice,KG,2021,Retail,KES,84.066
North Eastern,Garissa,IFO (Daadab),cereals and tubers,Sorghum,KG,2021,Retail,KES,40.196
North Eastern,Garissa,IFO (Daadab),cereals and tubers,Wheat flour,KG,2021,Retail,KES,72.696
North Eastern,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,520.295
North Eastern,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,571.651
North Eastern,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,565.26875
North Eastern,Garissa,IFO (Daadab),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,58.0875
North Eastern,Garissa,IFO (Daadab),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,192
North Eastern,Garissa,IFO (Daadab),miscellaneous food,Salt,200 G,2021,Retail,KES,10.029
North Eastern,Garissa,IFO (Daadab),miscellaneous food,Sugar,KG,2021,Retail,KES,98.529
North Eastern,Garissa,IFO (Daadab),oil and fats,Oil (vegetable),L,2021,Retail,KES,209.465
North Eastern,Garissa,IFO (Daadab),pulses and nuts,Beans (dry),KG,2021,Retail,KES,99.615
North Eastern,Garissa,IFO (Daadab),vegetables and fruits,Bananas,Unit,2021,Retail,KES,9.935
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2006,Retail,KES,25.91666667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2007,Retail,KES,27.08333333
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2008,Retail,KES,33.08333333
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2009,Retail,KES,39.58333333
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2010,Retail,KES,40.66666667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2011,Retail,KES,58.83333333
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2012,Retail,KES,78.65916667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2013,Retail,KES,74.91666667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2014,Retail,KES,59.66666667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2015,Retail,KES,66.16666667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2016,Retail,KES,62.23636364
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2017,Retail,KES,66.55
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2018,Retail,KES,65.54166667
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2019,Retail,KES,76.725
North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,2020,Retail,KES,81.25
North Eastern,Mandera,Takaba (Mandera),cereals and tubers,"Maize (white, dry)",90 KG,2021,Wholesale,KES,3960
North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,7200
North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,9000
North Eastern,Wajir,Wajir town,cereals and tubers,Maize,KG,2021,Retail,KES,50
North Eastern,Wajir,Wajir town,cereals and tubers,Maize flour,KG,2021,Retail,KES,71.39666667
North Eastern,Wajir,Wajir town,cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,100
North Eastern,Wajir,Wajir town,cereals and tubers,Rice,KG,2021,Retail,KES,141.555
North Eastern,Wajir,Wajir town,cereals and tubers,Sorghum,KG,2021,Retail,KES,124.5833333
North Eastern,Wajir,Wajir town,cereals and tubers,Wheat flour,KG,2021,Retail,KES,78.3
North Eastern,Wajir,Wajir town,"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,500
North Eastern,Wajir,Wajir town,"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,400
North Eastern,Wajir,Wajir town,"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,495.835
North Eastern,Wajir,Wajir town,milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,58.375
North Eastern,Wajir,Wajir town,milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,94.666
North Eastern,Wajir,Wajir town,milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,100
North Eastern,Wajir,Wajir town,miscellaneous food,Salt,200 G,2021,Retail,KES,10
North Eastern,Wajir,Wajir town,miscellaneous food,Sugar,KG,2021,Retail,KES,111.1116667
North Eastern,Wajir,Wajir town,oil and fats,Cooking fat,KG,2021,Retail,KES,248.0833333
North Eastern,Wajir,Wajir town,oil and fats,Oil (vegetable),L,2021,Retail,KES,242.2916667
North Eastern,Wajir,Wajir town,pulses and nuts,Beans (dry),KG,2021,Retail,KES,125.5133333
North Eastern,Wajir,Wajir town,vegetables and fruits,Bananas,Unit,2021,Retail,KES,16.875
North Eastern,Wajir,Wajir town,vegetables and fruits,Cabbage,Head,2021,Retail,KES,130.83
North Eastern,Wajir,Wajir town,vegetables and fruits,Kale,Bunch,2021,Retail,KES,50
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Maize (white, dry)",90 KG,2021,Wholesale,KES,3152.25
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Millet (finger),90 KG,2021,Wholesale,KES,11997
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Potatoes (Irish, white)",50 KG,2021,Wholesale,KES,2325
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Rice (aromatic),50 KG,2021,Wholesale,KES,7501.25
Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Sorghum (red),90 KG,2021,Wholesale,KES,3996
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (dolichos),90 KG,2021,Wholesale,KES,12249
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (kidney),90 KG,2021,Wholesale,KES,10597.5
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (mung),90 KG,2021,Wholesale,KES,10896.75
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,11396.25
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,11196
Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Cowpeas,90 KG,2021,Wholesale,KES,11997
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Kale,50 KG,2021,Wholesale,KES,1541.25
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,999.7
Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,5713.6
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2006,Wholesale,KES,15.25
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2008,Wholesale,KES,23.52
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2009,Wholesale,KES,28.82666667
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2010,Wholesale,KES,19.1
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2011,Wholesale,KES,44.01
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2012,Wholesale,KES,35.21
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2013,Wholesale,KES,34.52
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2014,Wholesale,KES,35.1
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2015,Wholesale,KES,32.17
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2016,Wholesale,KES,34.78
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2018,Wholesale,KES,30.88
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,2019,Wholesale,KES,39.95
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2006,Wholesale,KES,1447.74
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2007,Wholesale,KES,1313.575833
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2008,Wholesale,KES,2116
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2009,Wholesale,KES,2584.333333
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2010,Wholesale,KES,1922.75
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2011,Wholesale,KES,3322.75
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2012,Wholesale,KES,3623.583333
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2013,Wholesale,KES,3488.666667
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2014,Wholesale,KES,3441.621667
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2015,Wholesale,KES,3143.25
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2016,Wholesale,KES,3166.090909
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2017,Wholesale,KES,4410.25
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2018,Wholesale,KES,3050
Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2019,Wholesale,KES,3449.4
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2006,Wholesale,KES,1098.486667
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2007,Wholesale,KES,904.9016667
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2008,Wholesale,KES,1264.755
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2009,Wholesale,KES,1329.855
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2010,Wholesale,KES,1512.403333
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2011,Wholesale,KES,2073.28
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2012,Wholesale,KES,2670.043636
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2013,Wholesale,KES,1944.389167
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2014,Wholesale,KES,1938.771667
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2015,Wholesale,KES,2365.005833
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2016,Wholesale,KES,3113.515455
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2017,Wholesale,KES,2154.6875
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2018,Wholesale,KES,1799.819167
Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2019,Wholesale,KES,2268.375
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2006,Wholesale,KES,1503.888889
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2007,Wholesale,KES,1592.566667
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2008,Wholesale,KES,2208.733636
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2009,Wholesale,KES,2458.5
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2010,Wholesale,KES,2478
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2011,Wholesale,KES,3416.833333
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2012,Wholesale,KES,3543.916667
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2013,Wholesale,KES,3643.333333
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2014,Wholesale,KES,3530.541667
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2015,Wholesale,KES,3434.7225
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2016,Wholesale,KES,3270.454545
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2017,Wholesale,KES,4772.833333
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2018,Wholesale,KES,3666.458333
Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2019,Wholesale,KES,3639.5
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2006,Wholesale,KES,38.86833333
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2007,Wholesale,KES,40.79833333
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2008,Wholesale,KES,55.32222222
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2009,Wholesale,KES,58.3275
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2010,Wholesale,KES,51.50833333
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2011,Wholesale,KES,71.9975
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2012,Wholesale,KES,64.0025
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2013,Wholesale,KES,80.9275
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2014,Wholesale,KES,84.975
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2015,Wholesale,KES,70.63833333
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2016,Wholesale,KES,66.69416667
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2017,Wholesale,KES,76.93083333
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2018,Wholesale,KES,62.64333333
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,2019,Wholesale,KES,68.88428571
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2006,Wholesale,KES,3615.166667
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2007,Wholesale,KES,3547.666667
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2008,Wholesale,KES,5624.909091
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2009,Wholesale,KES,5429.916667
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2010,Wholesale,KES,4665
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2011,Wholesale,KES,6679
Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,2012,Wholesale,KES,6635.666667
