Regions,Sub_region,market,category,commodity,unit,year,pricetype,currency,price
Nairobi,Nairobi,Kangemi (Nairobi),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,566.3333333
Nairobi,Nairobi,Kangemi (Nairobi),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,50.74818182
Nairobi,Nairobi,Kangemi (Nairobi),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,62.65
Nairobi,Nairobi,Kangemi (Nairobi),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,55
Nairobi,Nairobi,Kangemi (Nairobi),miscellaneous food,Salt,200 G,2021,Retail,KES,9.714545455
Nairobi,Nairobi,Kangemi (Nairobi),miscellaneous food,Sugar,KG,2021,Retail,KES,106.1881818
Nairobi,Nairobi,Kangemi (Nairobi),oil and fats,Cooking fat,KG,2021,Retail,KES,138.2233333
Nairobi,Nairobi,Kangemi (Nairobi),oil and fats,Oil (vegetable),L,2021,Retail,KES,208.2518182
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),90 KG,2021,Wholesale,KES,10067
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dry),KG,2021,Retail,KES,104.08
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (kidney),90 KG,2021,Wholesale,KES,8550
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (mung),90 KG,2021,Wholesale,KES,11475
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,9134.5
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,9637.666667
Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,90 KG,2021,Wholesale,KES,7125
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Bananas,Unit,2021,Retail,KES,6.848181818
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,126 KG,2021,Wholesale,KES,2065.166667
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,Head,2021,Retail,KES,33.73
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Kale,Bunch,2021,Retail,KES,5.12
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,771.8
Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,3769.533333
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize,KG,2021,Retail,KES,49.096
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize flour,KG,2021,Retail,KES,55.87
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,51.68
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Rice,KG,2021,Retail,KES,98.80272727
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Sorghum,KG,2021,Retail,KES,75.596
Nairobi,Nairobi,Kawangware (Nairobi),cereals and tubers,Wheat flour,KG,2021,Retail,KES,64.90454545
Nairobi,Nairobi,Kawangware (Nairobi),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,525.8709091
Nairobi,Nairobi,Kawangware (Nairobi),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,540.715
Nairobi,Nairobi,Kawangware (Nairobi),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,50.82636364
Nairobi,Nairobi,Kawangware (Nairobi),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,62.63
Nairobi,Nairobi,Kawangware (Nairobi),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,62.5
Nairobi,Nairobi,Kawangware (Nairobi),miscellaneous food,Salt,200 G,2021,Retail,KES,9.669090909
Nairobi,Nairobi,Kawangware (Nairobi),miscellaneous food,Sugar,KG,2021,Retail,KES,108.6218182
Nairobi,Nairobi,Kawangware (Nairobi),oil and fats,Cooking fat,KG,2021,Retail,KES,143.0775
Nairobi,Nairobi,Kawangware (Nairobi),oil and fats,Oil (vegetable),L,2021,Retail,KES,207.5609091
Nairobi,Nairobi,Kawangware (Nairobi),pulses and nuts,Beans (dry),KG,2021,Retail,KES,106.326
Nairobi,Nairobi,Kawangware (Nairobi),vegetables and fruits,Bananas,Unit,2021,Retail,KES,6.624545455
Nairobi,Nairobi,Kawangware (Nairobi),vegetables and fruits,Cabbage,Head,2021,Retail,KES,35
Nairobi,Nairobi,Kawangware (Nairobi),vegetables and fruits,Kale,Bunch,2021,Retail,KES,5
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Maize,KG,2021,Retail,KES,49.00555556
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Maize flour,KG,2021,Retail,KES,53.82818182
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,55.896
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Rice,KG,2021,Retail,KES,98.91909091
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Sorghum,KG,2021,Retail,KES,78.22272727
Nairobi,Nairobi,Kibra (Nairobi),cereals and tubers,Wheat flour,KG,2021,Retail,KES,64.94454545
Nairobi,Nairobi,Kibra (Nairobi),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,486.11
Nairobi,Nairobi,Kibra (Nairobi),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,525
Nairobi,Nairobi,Kibra (Nairobi),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,50.70454545
Nairobi,Nairobi,Kibra (Nairobi),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,70
Nairobi,Nairobi,Kibra (Nairobi),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,60
Nairobi,Nairobi,Kibra (Nairobi),miscellaneous food,Salt,200 G,2021,Retail,KES,9.927272727
Nairobi,Nairobi,Kibra (Nairobi),miscellaneous food,Sugar,KG,2021,Retail,KES,106.0090909
Nairobi,Nairobi,Kibra (Nairobi),oil and fats,Cooking fat,KG,2021,Retail,KES,136.25
Nairobi,Nairobi,Kibra (Nairobi),oil and fats,Oil (vegetable),L,2021,Retail,KES,191.2245455
Nairobi,Nairobi,Kibra (Nairobi),pulses and nuts,Beans (dry),KG,2021,Retail,KES,108.4563636
Nairobi,Nairobi,Kibra (Nairobi),vegetables and fruits,Bananas,Unit,2021,Retail,KES,5.212
Nairobi,Nairobi,Kibra (Nairobi),vegetables and fruits,Cabbage,Head,2021,Retail,KES,31.22
Nairobi,Nairobi,Kibra (Nairobi),vegetables and fruits,Kale,Bunch,2021,Retail,KES,5
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,"Maize (white, dry)",90 KG,2021,Wholesale,KES,3152.5
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Millet (finger),90 KG,2021,Wholesale,KES,8400
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,"Potatoes (Irish, white)",50 KG,2021,Wholesale,KES,1131.666667
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),50 KG,2021,Wholesale,KES,6638.89
Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Sorghum (red),90 KG,2021,Wholesale,KES,4500
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),90 KG,2021,Wholesale,KES,8014.666667
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (kidney),90 KG,2021,Wholesale,KES,7067
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (mung),90 KG,2021,Wholesale,KES,11230
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),90 KG,2021,Wholesale,KES,7233
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),90 KG,2021,Wholesale,KES,8329.666667
Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Cowpeas,90 KG,2021,Wholesale,KES,8100
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,126 KG,2021,Wholesale,KES,2236.666667
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,50 KG,2021,Wholesale,KES,1375
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),13 KG,2021,Wholesale,KES,650
Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,64 KG,2021,Wholesale,KES,3431.11
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Maize,KG,2021,Retail,KES,48.01875
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Maize flour,KG,2021,Retail,KES,55.154
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,49.12
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Rice,KG,2021,Retail,KES,98.194
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Sorghum,KG,2021,Retail,KES,71.991
Nairobi,Nairobi,Mathare (Nairobi),cereals and tubers,Wheat flour,KG,2021,Retail,KES,69.309
Nairobi,Nairobi,Mathare (Nairobi),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,520.0054545
Nairobi,Nairobi,Mathare (Nairobi),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,518.3333333
Nairobi,Nairobi,Mathare (Nairobi),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,50.234
Nairobi,Nairobi,Mathare (Nairobi),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,61.11111111
Nairobi,Nairobi,Mathare (Nairobi),milk and dairy,"Milk (cow, fresh)",L,2021,Retail,KES,60
Nairobi,Nairobi,Mathare (Nairobi),miscellaneous food,Salt,200 G,2021,Retail,KES,10.095
Nairobi,Nairobi,Mathare (Nairobi),miscellaneous food,Sugar,KG,2021,Retail,KES,104.171
Nairobi,Nairobi,Mathare (Nairobi),oil and fats,Cooking fat,KG,2021,Retail,KES,148.2271429
Nairobi,Nairobi,Mathare (Nairobi),oil and fats,Oil (vegetable),L,2021,Retail,KES,213.78
Nairobi,Nairobi,Mathare (Nairobi),pulses and nuts,Beans (dry),KG,2021,Retail,KES,103.102
Nairobi,Nairobi,Mathare (Nairobi),vegetables and fruits,Bananas,Unit,2021,Retail,KES,5.091
Nairobi,Nairobi,Mathare (Nairobi),vegetables and fruits,Cabbage,Head,2021,Retail,KES,32.22
Nairobi,Nairobi,Mathare (Nairobi),vegetables and fruits,Kale,Bunch,2021,Retail,KES,5
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize,KG,2021,Retail,KES,47.71
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize flour,KG,2021,Retail,KES,54.263
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Potatoes (Irish),KG,2021,Retail,KES,47.957
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Rice,KG,2021,Retail,KES,98.976
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Sorghum,KG,2021,Retail,KES,69.256
Nairobi,Nairobi,Mukuru (Nairobi),cereals and tubers,Wheat flour,KG,2021,Retail,KES,68.504
Nairobi,Nairobi,Mukuru (Nairobi),"meat, fish and eggs",Meat (beef),KG,2021,Retail,KES,515.364
Nairobi,Nairobi,Mukuru (Nairobi),"meat, fish and eggs",Meat (camel),KG,2021,Retail,KES,451
Nairobi,Nairobi,Mukuru (Nairobi),"meat, fish and eggs",Meat (goat),KG,2021,Retail,KES,512.5
Nairobi,Nairobi,Mukuru (Nairobi),milk and dairy,Milk (UHT),500 ML,2021,Retail,KES,50.076
Nairobi,Nairobi,Mukuru (Nairobi),milk and dairy,"Milk (camel, fresh)",L,2021,Retail,KES,60
Nairobi,Nairobi,Mukuru (Nairobi),miscellaneous food,Salt,200 G,2021,Retail,KES,9.939
Nairobi,Nairobi,Mukuru (Nairobi),miscellaneous food,Sugar,KG,2021,Retail,KES,103.029
Nairobi,Nairobi,Mukuru (Nairobi),oil and fats,Cooking fat,KG,2021,Retail,KES,151.8733333
Nairobi,Nairobi,Mukuru (Nairobi),oil and fats,Oil (vegetable),L,2021,Retail,KES,206.007
Nairobi,Nairobi,Mukuru (Nairobi),pulses and nuts,Beans (dry),KG,2021,Retail,KES,101.897
Nairobi,Nairobi,Mukuru (Nairobi),vegetables and fruits,Bananas,Unit,2021,Retail,KES,5.563
Nairobi,Nairobi,Mukuru (Nairobi),vegetables and fruits,Cabbage,Head,2021,Retail,KES,30.415
Nairobi,Nairobi,Mukuru (Nairobi),vegetables and fruits,Kale,Bunch,2021,Retail,KES,5
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2006,Retail,KES,26.16666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2007,Retail,KES,28.33333333
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2008,Retail,KES,33.33333333
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2009,Retail,KES,33.91666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2010,Retail,KES,35.5
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2011,Retail,KES,39.83333333
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2012,Retail,KES,42.66666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2013,Retail,KES,46.16666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2014,Retail,KES,47.68416667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2015,Retail,KES,49.66666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2016,Retail,KES,48.09090909
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2017,Retail,KES,46
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2018,Retail,KES,44.66666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2019,Retail,KES,43.5
Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,2020,Retail,KES,44.16666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2006,Wholesale,KES,16.10583333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2007,Wholesale,KES,13.52583333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2008,Wholesale,KES,20.74083333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2009,Wholesale,KES,28.13333333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2010,Wholesale,KES,19.16833333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2011,Wholesale,KES,32.39416667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2012,Wholesale,KES,34.61083333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2013,Wholesale,KES,31.84416667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2014,Wholesale,KES,30.36333333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2015,Wholesale,KES,32.54833333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2016,Wholesale,KES,31.25916667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2017,Wholesale,KES,44.00083333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2018,Wholesale,KES,30.15545455
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2019,Wholesale,KES,34.3475
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2020,Retail,KES,52
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2020,Wholesale,KES,33.92333333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,2021,Wholesale,KES,33.94363636
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2006,Wholesale,KES,1455.745
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2007,Wholesale,KES,1222.095
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2008,Wholesale,KES,1941.833333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2009,Wholesale,KES,2634.083333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2010,Wholesale,KES,1929.25
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2011,Wholesale,KES,3032.916667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2012,Wholesale,KES,3155.75
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2013,Wholesale,KES,3024.666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2014,Wholesale,KES,2949.2975
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2015,Wholesale,KES,2742.93
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2016,Wholesale,KES,2722.939091
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2017,Wholesale,KES,3860.7775
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2018,Wholesale,KES,2545.760833
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2019,Wholesale,KES,3305.156667
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2020,Wholesale,KES,3181.083333
Nairobi,Nairobi,Nairobi,cereals and tubers,Maize flour,KG,2020,Retail,KES,62
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2006,Wholesale,KES,894.2991667
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2007,Wholesale,KES,1095.9925
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2008,Wholesale,KES,1102.298333
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2009,Wholesale,KES,1629.613333
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2010,Wholesale,KES,1449.670833
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2011,Wholesale,KES,1845.503333
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2012,Wholesale,KES,2176.809091
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2013,Wholesale,KES,1847.261667
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2014,Wholesale,KES,1766.554167
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2015,Wholesale,KES,1801.9425
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2016,Wholesale,KES,2568.511667
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2017,Wholesale,KES,2370.576667
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2018,Wholesale,KES,2384.4375
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2019,Wholesale,KES,2436.875
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2020,Wholesale,KES,2424.443333
Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),KG,2020,Retail,KES,61
Nairobi,Nairobi,Nairobi,cereals and tubers,Rice,KG,2020,Retail,KES,104
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2006,Wholesale,KES,2012.078333
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2007,Wholesale,KES,1718.028333
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2008,Wholesale,KES,2479.968333
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2009,Wholesale,KES,2822.583333
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2010,Wholesale,KES,2906.833333
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2011,Wholesale,KES,3344.666667
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2012,Wholesale,KES,3587.090909
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2013,Wholesale,KES,4114.25
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2014,Wholesale,KES,3804.8325
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2015,Wholesale,KES,3618.430833
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2016,Wholesale,KES,3374.852727
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2017,Wholesale,KES,4796.173333
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2018,Wholesale,KES,3949.979167
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2019,Wholesale,KES,5124.979167
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2020,Wholesale,KES,5300
Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,KG,2020,Retail,KES,84
Nairobi,Nairobi,Nairobi,cereals and tubers,Wheat flour,KG,2020,Retail,KES,62
Nairobi,Nairobi,Nairobi,"meat, fish and eggs",Meat (beef),KG,2020,Retail,KES,431
Nairobi,Nairobi,Nairobi,"meat, fish and eggs",Meat (goat),KG,2020,Retail,KES,533.17
Nairobi,Nairobi,Nairobi,milk and dairy,Milk (UHT),200 ML,2020,Retail,KES,27
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2006,Retail,KES,22.5
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2007,Retail,KES,21.08333333
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2008,Retail,KES,24.91666667
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2009,Retail,KES,28.5
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2010,Retail,KES,27.75
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2011,Retail,KES,30.5
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2012,Retail,KES,37.16666667
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2013,Retail,KES,43.41666667
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2014,Retail,KES,44.33833333
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2015,Retail,KES,47.58333333
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2016,Retail,KES,49
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2017,Retail,KES,49.09818182
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2018,Retail,KES,44.44416667
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2019,Retail,KES,44.25
Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,2020,Retail,KES,45.06833333
Nairobi,Nairobi,Nairobi,miscellaneous food,Sugar,KG,2020,Retail,KES,107
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2014,Retail,KES,103.825
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2015,Retail,KES,81.38428571
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2016,Retail,KES,76.61454545
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2017,Retail,KES,86.29909091
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2018,Retail,KES,103.2216667
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2019,Retail,KES,101.825
Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,2020,Retail,KES,92.09
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2014,Retail,KES,83.585
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2015,Retail,KES,58.23714286
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2016,Retail,KES,53.47
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2017,Retail,KES,64.18363636
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2018,Retail,KES,89.4275
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2019,Retail,KES,101.8975
Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,2020,Retail,KES,82.05
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2014,Retail,KES,116.24
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2015,Retail,KES,96.72142857
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2016,Retail,KES,89.39090909
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2017,Retail,KES,97.00909091
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2018,Retail,KES,111.2083333
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2019,Retail,KES,109.0166667
Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,2020,Retail,KES,100.92
Nairobi,Nairobi,Nairobi,oil and fats,Cooking fat,KG,2020,Retail,KES,104
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2006,Retail,KES,120.25
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2007,Retail,KES,134.5833333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2008,Retail,KES,177
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2009,Retail,KES,135.8333333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2010,Retail,KES,155.8333333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2011,Retail,KES,218.5833333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2012,Retail,KES,238
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2013,Retail,KES,217.5
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2014,Retail,KES,208.5208333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2015,Retail,KES,192.8333333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2016,Retail,KES,179.6363636
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2017,Retail,KES,188.0145455
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2018,Retail,KES,189.0891667
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2019,Retail,KES,185.4308333
Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,2020,Retail,KES,171.2066667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2006,Wholesale,KES,38.255
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2007,Wholesale,KES,34.26083333
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2008,Wholesale,KES,51.36166667
Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,2009,Wholesale,KES,51.14083333
